0.895,0.559,1.321,1.421,1.516,1
1.103,0.633,2.839,-0.626,-0.249,1
0.279,0.676,1.059,0.924,0,1
0.962,1.664,1.233,-0.71,1.043,1
0.214,0.601,2.278,-0.771,-0.904,1
0.834,2.046,0.955,1.252,-0.456,1
0.929,0.343,1.27,1.584,1.263,1
0.204,0.411,0.654,1.529,1.854,1
0.813,2.258,1.171,1.007,0.786,1
0.543,0.509,1.485,1.332,1.757,1
0.554,0.741,2.498,-0.842,-0.405,1
-0.142,0.613,0.589,1.203,-0.848,1
1.059,2.209,0.967,-0.361,-0.145,1
0.141,0.56,1.008,0.828,0,1
0.371,0.535,1.803,1.079,-0.646,1
1.21,1.967,1.315,0.986,-0.323,1
0.465,0.871,1.689,0.758,-0.313,1
0.967,1.624,1.716,1.028,-0.406,1
1.116,2.206,1.501,-0.407,-0.147,1
0.391,1.409,1.394,1.683,-0.481,1
0.195,0.731,1.117,1.89,-0.709,1
0.102,0.514,0.336,0.813,0,1
0.541,0.852,2.056,-0.463,0.378,1
0.295,1.018,1.938,1.108,1.46,1
0.893,0.6,1.39,1.399,1.392,1
0.795,0.861,1.896,1.715,0,1
0.367,1.632,1.455,0.562,-0.387,1
0.124,0.629,0.39,0.669,1.234,1
0.718,1.183,1.79,-0.473,-0.394,1
0.376,1.33,2.043,0.818,0.969,1
0.228,0.673,1.563,1.307,0,1
0.291,0.9,0.781,2.319,-0.814,1
0.173,0.497,0.616,1.917,-0.738,1
0.459,0.973,1.448,0.678,-0.351,1
0.204,0.739,0.812,1.878,-0.9,1
0.226,0.949,0.954,0.603,0,1
1.303,2.465,0.634,0.761,-0.31,1
0.583,0.594,1.341,0.676,0.537,1
0.117,0.705,0.671,1.585,-0.878,1
1.053,0.573,1.927,1.495,-0.636,1
0.242,0.533,0.693,1.327,-0.668,1
0.651,2.707,0.894,0.903,-0.321,1
0.525,1.542,1.83,1.723,-0.478,1
0.914,1.734,0.614,-0.217,-0.11,1
0.564,0.46,2.157,0.906,0.501,1
0.261,0.293,0.61,1.27,0.929,1
-0.319,0.635,0.881,1.262,1.014,1
0.653,2.546,1.427,0.868,-0.228,1
0.146,0.532,0.866,1.36,-0.487,1
0.321,3.02,1.304,0.677,-0.201,1
0.287,0.931,2.156,0.902,1.253,1
0.109,0.517,0.866,1.565,-0.879,1
0.567,0.511,1.018,1.577,-0.617,1
0.25,0.958,0.713,2.169,0,1
0.308,0.604,2.103,0.896,0.547,1
0.5,0.731,1.058,1.347,-0.397,1
0.301,1.086,2.021,0.933,1.105,1
0.15,0.635,1.424,1.116,-0.667,1
0.312,0.847,1.561,2.785,-0.707,1
0.403,1.093,2.39,-0.687,0,1
0.314,1.029,1.379,1.96,0,1
0.29,0.824,2.081,-0.602,0.402,1
0.421,0.573,1.775,1.341,1.099,1
0.169,0.523,0.539,1.885,0,1
0.909,2.114,0.864,-0.23,-0.106,1
0.135,0.483,0.456,-0.493,1.108,1
1.366,1.527,1.842,-0.418,-0.15,1
0.806,1.226,1.88,1.044,0.721,1
-0.136,-0.397,0.703,-0.743,1.456,1
0.44,0.526,1.648,1.108,1.932,1
0.172,0.768,0.899,0.826,-0.247,1
0.262,1.101,2.179,-0.672,-0.56,1
0.305,0.599,0.826,1.92,-0.635,1
0.442,0.623,2.162,0.915,0.612,1
0.567,2.412,1.066,1.286,-0.362,1
0.601,0.905,2.106,1.777,-0.519,1
0.497,0.85,2.082,1.021,0.69,1
0.16,0.566,1.141,-0.499,-0.534,1
-0.268,0.813,-1.164,1.662,0,1
0.36,1.301,0.931,1.889,-0.615,1
0.449,2.339,1.345,1.411,-0.354,1
0.125,0.568,0.883,0.887,0,1
0.464,2.4,2.177,-0.387,-0.207,1
0.302,0.65,1.298,1.893,-0.499,1
0.353,0.956,0.749,1.758,-0.72,1
0.222,0.436,0.52,1.207,1.687,1
0.877,0.255,2.422,-0.667,-0.416,1
0.354,1.042,2.617,-0.728,-0.385,1
0.19,0.449,0.561,1.624,-0.781,1
0.197,0.705,1.65,1.02,-0.52,1
0.21,0.749,2.928,0.986,-0.491,1
0.252,0.687,0.823,1.845,0,1
0.257,0.757,1.331,0.757,1.26,1
0.172,0.411,1.958,0.959,-1.005,1
1.027,0.821,1.077,1.064,0.469,1
0.455,0.43,1.707,1.484,1.698,1
0.347,0.96,2.339,-0.753,0.433,1
0.788,2.615,1.061,0.653,0.542,1
0.458,0.77,0.527,1.142,0.997,1
0.356,0.807,1.508,1.552,-1.006,1
0.693,0.627,0.716,2.078,-0.564,1
0.362,0.399,1.622,1.423,0.671,1
1.02,2.502,1.043,-0.343,-0.167,1
0.504,1.435,1.551,-0.378,-0.239,1
0.436,2.86,0.927,1.081,-0.321,1
0.142,0.308,0.613,1.503,1.886,1
0.061,0.277,0.686,-0.248,-0.275,1
0.293,1.319,1.76,1,1.248,1
0.999,1.019,1.141,0.752,-0.279,1
1.062,1.602,1.669,-0.576,-0.203,1
0.236,0.772,2.184,-0.608,0.365,1
0.093,0.613,1.14,1.183,0,1
0.459,0.709,2.144,1.706,-0.58,1
0.137,0.695,1.079,1.63,0,1
0.367,1.673,-0.402,-0.351,0.624,1
0.212,0.585,0.688,1.343,1.256,1
0.494,2.367,1.052,0.751,-0.291,1
0.138,0.655,1.024,0,0,1
0.517,0.837,1.659,0.895,-0.548,1
0.814,0.334,2.258,-0.651,-0.394,1
0.507,1.163,0.873,0.814,-0.73,1
0.15,0.827,0.947,1.827,0,1
0.951,2.365,-0.493,-0.183,-0.101,1
0.472,3.202,-0.686,0.624,0.457,1
0.863,0.685,1.928,1.896,-0.536,1
0.232,0.77,1.629,0.881,-0.4,1
0.356,0.881,0.803,1.905,-0.772,1
0.234,0.576,0.718,0.945,-1.009,1
0.207,0.658,1.056,0.616,1.462,1
0.259,1.255,2.004,-0.496,-0.265,1
0.361,0.686,2.173,0.775,0.733,1
0.367,0.416,1.871,1.073,0.757,1
0.345,0.688,0.766,2.2,1.909,1
0.287,0.816,1.133,1.041,0.354,1
0.243,0.505,0.473,1.348,-0.844,1
0.215,0.611,1.407,-0.446,0.477,1
0.15,0.391,0.778,2.21,-0.693,1
-0.107,-0.515,-0.666,-1.526,0,1
0.306,0.483,1.901,1.404,1.526,1
0.357,0.901,1.058,1.343,0.75,1
0.455,1.412,2.148,1.31,-0.515,1
0.254,0.422,1.865,1.307,1.838,1
1.14,1.366,1.219,1.11,-0.672,1
0.406,1.016,1.186,2.047,0,1
0.253,0.481,1.122,-1.007,2.337,1
0.232,0.776,0.783,1.646,0,1
0.507,1.592,0.943,1.732,-0.538,1
0.2,1.042,0.604,1.051,0,1
-0.052,0.651,1.207,1.263,0,1
0.328,0.774,0.772,1.417,0,1
0.321,1.232,1.665,2.405,-0.653,1
0.08,0.263,0.868,0.476,-0.479,1
0.984,2.097,1.249,0.781,-0.23,1
0.324,1.044,1.513,1.037,0.666,1
0.47,0.566,2.063,1.201,0.704,1
1.067,0.501,1.841,0.782,-0.249,1
0.139,0.635,0.518,0.514,1.456,1
-0.092,-0.391,-0.537,-0.685,0,1
0.289,0.869,1.597,2.632,-0.796,1
0.569,0.908,2.019,-0.531,-0.226,1
0.483,0.926,1.565,0.679,-0.34,1
0.508,3.092,1.04,0.693,-0.255,1
0.414,2.453,2.164,-0.4,-0.212,1
1.057,1.935,1.325,-0.473,-0.183,1
0.416,0.71,2.024,1.498,-0.592,1
0.128,0.598,0.394,0.602,1.315,1
-0.067,-0.286,-0.585,1.797,-0.687,1
0.365,0.526,2.424,0.918,0.957,1
0.679,0.656,1.835,1.737,0.847,1
1.091,0.86,1.686,0.658,-0.263,1
0.584,1.413,2.371,-0.653,-0.275,1
-0.239,0.7,0.858,1.292,1.084,1
0.885,0.328,1.847,0.751,0.387,1
0.373,1.299,1.945,0.86,1.325,1
0.475,0.363,1.871,2.417,-0.68,1
1.147,0.598,1.717,0.636,-0.247,1
-0.195,0.932,1.388,-0.707,0.988,1
0.797,1.249,1.456,-0.451,-0.173,1
0.326,0.457,1.856,1.601,1.48,1
0.157,0.642,0.459,0.761,0,1
0.564,1.168,1.752,-0.494,-0.229,1
1.393,2.061,1.372,0.577,-0.16,1
0.469,0.495,1.153,1.905,0,1
0.935,1.688,0.593,0.627,-0.207,1
0.391,0.905,0.689,0.987,0,1
0.305,0.94,1.637,-0.982,1.584,1
0.563,1.167,1.752,-0.494,-0.229,1
0.219,0.912,0.941,-0.551,0.883,1
0.244,0.562,2.09,0.839,0.6,1
0.96,0.431,1.293,1.326,0.919,1
0.253,0.872,2.363,-0.585,-0.327,1
0.717,1.183,1.79,-0.473,-0.394,1
0.122,0.724,1.25,1.292,-0.496,1
0.769,2.192,1.816,0.518,-0.194,1
1.157,2.253,1.342,-0.457,-0.158,1
0.446,0.59,2.048,0.884,0.666,1
-0.069,-0.273,-0.57,1.198,1.274,1
0.458,0.924,1.97,-0.625,1.592,1
0.304,1.152,2.568,-0.646,-0.638,1
1.317,0.82,1.56,1.641,-0.503,1
0.774,1.042,2.066,-0.652,0.797,1
0.192,0.292,0.551,1.358,0.978,1
0.374,1.348,1.521,1.562,-0.498,1
0.331,1.163,1.909,1.493,1.117,1
1.079,2.082,1.781,-0.401,-0.172,1
0.169,0.729,1.159,1.954,-0.764,1
0.353,0.827,1.318,0.986,-0.473,1
0.92,1.144,2.172,0.776,0.471,1
0.223,0.75,2.305,1.019,1.273,1
0.335,2.761,-0.515,1.349,-0.331,1
0.921,1.678,0.559,0.668,0,1
-0.104,0.767,1.296,1.229,0.665,1
0.594,0.557,2.291,1.121,0.557,1
0.233,0.385,1.589,1.504,2.106,1
0.209,0.543,0.432,1.936,-0.74,1
0.37,0.517,1.821,2.47,-0.766,1
0.169,0.732,1.461,1.432,-0.481,1
0.7,2.43,1.251,0.542,0.786,1
0.249,0.569,0.933,2.165,-1.034,1
0.23,0.724,2.633,1.233,0.64,1
0.48,0.509,1.364,1.578,-0.978,1
-0.323,0.674,1.197,-0.9,-0.738,1
0.577,0.895,1.831,-0.673,1.464,1
0.618,0.567,1.996,1.247,1.241,1
0.504,1.435,1.551,-0.378,-0.239,1
0.28,0.685,2.126,-0.687,0.477,1
0.421,0.674,1.826,0.894,1.511,1
0.158,0.378,1.059,-0.398,0.495,1
0.229,0.802,1.485,-0.791,1.559,1
0.959,0.755,1.611,0.942,1.499,1
0.32,0.822,0.849,0.806,0.824,1
0.394,2.694,-0.586,1.585,-0.456,1
0.421,1.073,1.838,1.101,0,1
0.411,1.046,0.669,0.982,-0.332,1
0.74,2.402,1.721,-0.458,-0.17,1
0.535,0.876,1.788,-0.853,1.208,1
0.34,0.664,2.174,1.207,1.763,1
0.319,1.059,2.039,-0.751,1.249,1
0.316,0.62,1.236,-0.518,0,1
0.072,0.376,0.657,1.93,-0.578,1
-0.195,0.854,1.671,-0.779,-0.477,1
0.486,1.176,0.879,1.356,-0.58,1
0.161,0.177,-0.167,0.714,-0.937,1
1.205,0.721,2.708,-0.604,-0.236,1
0.229,0.649,0.876,2.198,-1.007,1
0.203,0.689,0.793,-0.401,1.49,1
0.182,0.731,1.465,1.308,-0.537,1
0.325,0.854,1.639,1.221,1.817,1
0.298,0.642,1.59,0.778,0.713,1
1.474,1.911,1.588,-0.271,-0.123,1
-0.081,-0.263,-0.581,-0.581,1.145,1
0.53,0.45,2.178,0.994,0.6,1
0.371,1.254,1.56,0.698,-0.355,1
0.328,1.369,2.046,1.131,1.141,1
0.59,0.973,1.521,1.282,1.441,1
0.135,0.142,-0.153,-0.663,1.232,1
0.162,0.532,0.652,1.32,1.052,1
0.369,0.48,1.833,1.151,0.58,1
0.736,0.75,1.83,2.181,-0.552,1
1.283,2.381,1.223,-0.348,0.221,1
0.636,0.675,1.915,1.532,0.726,1
0.337,1.199,1.959,1.051,-0.714,1
0.198,0.677,1.169,1.591,-0.513,1
0.257,0.392,0.77,0.966,0.786,1
0.148,0.583,0.452,0.711,0,1
0.419,0.601,1.127,1.045,0.554,1
0.562,2.578,-0.598,0.433,0.491,1
0.278,1.134,2.136,-0.838,1.005,1
1.3,1.38,1.811,-0.522,-0.189,1
1.078,0.9,2.517,-0.649,0.383,1
0.479,0.357,1.891,2.419,-0.677,1
0.107,0.415,0.631,1.861,-0.632,1
0.147,0.971,0.89,1.085,0,1
1.067,0.502,1.841,0.783,-0.249,1
0.222,0.433,0.684,1.743,0,1
1.004,0.527,1.608,1.904,0.718,1
0.548,0.611,1.954,-0.61,-0.361,1
0.115,0.514,0.733,0.725,0,1
0.558,0.41,1.943,-0.497,0.44,1
0.284,0.742,1.263,1.047,-0.379,1
0.774,1.042,2.066,-0.652,0.796,1
0.21,0.454,0.517,-0.731,0,1
0.141,0.297,0.561,1.412,1.812,1
0.31,0.502,1.452,1.496,1.734,1
0.912,0.79,0.893,1.416,0.563,1
0.252,0.623,1.68,-0.671,2.141,1
0.452,0.759,0.523,1.077,0.982,1
1.158,2.391,1.307,-0.248,-0.129,1
0.101,0.629,0.293,0.74,1.562,1
0.37,0.81,0.888,1.628,-1.039,1
0.152,0.526,0.835,0.862,0.997,1
0.201,0.714,1.576,1.345,1.486,1
1.117,2.852,0.805,-0.284,-0.154,1
0.589,0.656,1.452,0.485,0.376,1
0.911,1.035,0.613,0.808,0.827,1
0.276,1.265,2.349,-0.651,0,1
0.409,0.753,1.935,0.942,1.234,1
0.367,1.258,1.592,1.568,0,1
0.75,1.367,1.504,-0.44,-0.162,1
0.145,1.035,0.63,1.289,0,1
0.114,0.615,-0.664,2.074,-0.841,1
0.127,0.724,0.292,0.52,0,1
0.195,0.425,0.699,1.953,1.493,1
1.072,0.89,2.556,-0.668,-0.373,1
0.112,0.514,-0.887,1.609,-0.794,1
0.423,1.251,1.84,-0.554,-0.524,1
0.697,1.043,1.942,0.84,1.487,1
0.399,1.039,2.427,0.899,0.413,1
0.443,0.99,1.752,0.943,0.927,1
0.109,0.441,0.876,0.757,0,1
0.429,1.231,2.523,-0.798,0.623,1
0.135,0.43,0.436,-0.241,0,1
0.557,1.247,2.436,-0.623,-0.281,1
0.981,1.569,1.487,1.172,-0.597,1
0.574,0.97,1.125,1.16,1.802,1
-0.259,0.619,0.87,1.167,-1.013,1
-0.087,-0.335,-0.82,-1.28,-0.787,1
0.687,1.871,0.637,0.378,-0.286,1
0.134,0.399,0.524,1.404,0,1
1.702,1.179,1.153,0.712,-0.547,1
1.013,1.817,1.977,-0.461,-0.174,1
0.803,0.396,2.035,-0.54,0.5,1
0.394,1.646,0.848,0.448,0.299,1
0.139,0.422,0.463,1.517,0.961,1
0.43,1.043,1.193,2.294,1.079,1
0.234,0.48,1.111,-0.947,2.373,1
1.506,0.815,2.557,-0.502,-0.268,1
0.65,1.237,1.356,0.992,1.502,1
0.99,2.64,0.721,0.803,-0.271,1
-0.115,0.619,0.902,1.714,-0.828,1
0.219,1.263,0.836,0.971,0.568,1
0.201,0.424,0.782,2.001,0,1
0.319,1.231,0.761,1.386,-0.735,1
0.538,1.104,1.581,-0.509,-0.268,1
0.839,1.302,1.472,-0.408,-0.14,1
0.214,0.954,0.683,1.696,-0.645,1
1.971,2.302,-0.412,-0.137,-0.089,1
1.083,0.58,1.967,1.264,1.061,1
0.596,0.187,1.576,0.863,-0.569,1
0.14,0.784,0.345,0.566,0,1
0.215,0.771,0.837,1.89,0,1
0.251,0.964,1.656,-0.753,1.305,1
0.796,1.215,0.822,0.415,0.89,1
0.172,0.638,1.644,0.85,-0.454,1
0.153,0.563,0.462,0.703,0,1
0.146,0.557,0.918,1.846,-0.459,1
0.879,0.72,1.949,1.896,-0.52,1
0.12,0.773,0.493,1.222,-0.679,1
0.119,0.654,0.257,0.404,0.873,1
0.192,0.629,1.019,0.704,1.2,1
0.4,0.887,1.77,1.122,-0.716,1
0.181,0.721,0.527,0.791,0,1
0.411,0.736,2.119,0.839,-0.451,1
1.615,1.576,-0.423,0.484,0.555,1
0.828,2.41,1.261,0.484,-0.155,1
0.469,0.548,1.694,1.319,1.587,1
0.722,1.094,1.433,-0.935,1.467,1
1.175,1.208,2.314,-0.469,-0.284,1
0.337,1.325,1.531,0.701,-0.457,1
0.186,0.769,1.214,0.71,-0.211,1
0.109,0.697,0.322,0.579,0,1
0.814,0.951,2.084,1.058,1.044,1
0.542,1.011,1.81,0.796,1.37,1
-0.102,0.724,1.211,1.293,-0.592,1
0.298,0.611,0.498,1.293,1.02,1
-0.144,-0.563,-1.041,-0.916,0,1
0.554,0.624,1.504,1.151,0.627,1
0.255,0.747,1.72,0.953,0.448,1
0.245,0.37,0.738,0.929,0.739,1
0.169,1.034,0.889,1.278,0,1
0.612,3.149,-0.747,0.85,-0.389,1
0.444,1.333,2.26,1.261,-0.565,1
0.539,0.653,2.008,0.62,0.753,1
0.496,1.171,2.48,0.947,-0.352,1
1.058,2.479,-0.455,1.436,-0.286,1
0.681,1.257,2.31,1.406,0,1
1.116,2.347,1.606,-0.317,-0.156,1
0.539,0.711,1.794,1.127,1.429,1
0.554,0.219,1.588,0.873,-0.602,1
0.133,0.487,0.98,-0.558,0.643,1
0.212,0.746,0.905,-0.393,1.21,1
0.384,0.425,1.9,1.008,-0.408,1
0.226,0.609,0.58,1.347,0,1
0.153,0.55,1.112,1.995,-0.851,1
0.411,0.834,0.82,1.409,0,1
0.545,2.094,1.311,0.607,-0.2,1
0.417,0.567,0.905,1.194,0,1
0.514,0.545,1.953,0.979,-0.547,1
0.074,0.352,0.808,1.879,-0.616,1
-0.115,0.482,-0.579,-0.875,0,1
0.652,1.177,1.718,-0.463,0.681,1
0.385,0.67,2.206,0.839,0.794,1
0.194,0.652,1.007,1.213,-0.438,1
0.315,1.126,1.037,1.181,1.419,1
0.225,0.964,0.972,-0.559,0.887,1
0.807,1.647,1.476,1.16,-0.411,1
0.551,0.418,2.13,0.91,0.485,1
0.313,1.214,0.8,1.077,0.748,1
0.44,0.728,0.847,1.453,-0.995,1
0.736,2.344,0.998,0.618,0.733,1
0.319,1.171,0.956,1.831,-0.771,1
0.228,0.844,1.007,2.52,-0.974,1
0.616,0.753,2.195,-0.547,-0.231,1
0.541,0.493,0.741,1.654,-0.626,1
1.232,1.285,1.167,0.435,0.239,1
0.679,0.639,1.928,0.926,0.535,1
0.218,0.331,0.468,1.11,1.845,1
0.11,0.502,0.868,0.864,0,1
0.556,0.612,2.482,0.969,0.477,1
0.572,2.888,-0.527,0.836,-0.365,1
0.646,2.708,-0.576,0.369,0.56,1
0.301,1.256,1.688,2.351,-0.71,1
0.22,0.535,0.665,1.348,0,1
0.28,0.859,2.111,1.339,1.17,1
0.694,0.627,0.716,2.079,-0.564,1
0.2,0.506,0.833,0.837,0,1
0.857,0.542,1.612,1.853,0.767,1
0.572,2.468,1.182,0.83,-0.371,1
1.098,1.264,2.397,-0.485,-0.22,1
0.518,0.819,2.246,1.016,1.261,1
0.671,1.885,1.554,0.742,1.02,1
0.242,0.723,1.084,2.037,0,1
0.279,0.701,0.936,1.152,0,1
0.12,0.398,0.845,2.126,-0.77,1
0.2,0.666,0.749,-0.366,1.391,1
0.343,0.927,1.783,1.192,1.546,1
0.198,0.67,0.768,-0.384,1.48,1
0.367,0.51,0.946,0.886,0.64,1
0.188,0.518,0.22,0.999,1.675,1
0.155,0.328,0.534,1.662,-0.889,1
0.25,0.891,0.891,2.313,0,1
0.215,0.523,0.517,1.435,-0.934,1
0.591,1.23,1.482,0.806,1.528,1
0.245,0.521,0.79,1.135,1.037,1
0.964,1.478,1.244,0.845,1.184,1
0.911,1.413,1.862,1.071,-0.4,1
0.93,1.519,1.315,0.766,1.126,1
0.119,0.654,0.257,0.404,0.873,1
0.383,0.394,1.807,1.108,-0.72,1
0.582,0.401,1.882,1.017,0,1
0.108,0.397,0.45,0.421,-0.36,1
0.966,1.848,1.467,0.741,0.612,1
1.363,1.641,1.936,-0.367,-0.153,1
-0.321,-0.599,1.496,0.806,-0.366,1
0.103,0.427,0.643,1.374,0.984,1
0.407,2.613,2.02,-0.406,-0.186,1
0.63,1,1.738,1.238,1.264,1
0.53,0.921,2.206,-0.81,0.587,1
1.035,1.538,1.081,-0.549,-0.202,1
0.371,2.472,2.174,-0.429,-0.19,1
0.092,0.413,0.687,0,0,1
0.676,2.231,1.364,1.144,-0.307,1
-0.247,0.524,1.13,1.935,-0.977,1
1.102,0.874,1.714,0.641,-0.258,1
1.469,1.318,1.68,-0.469,-0.167,1
0.436,0.574,1.057,2.314,0,1
0.834,2.202,1.692,0.436,-0.182,1
0.239,0.753,-0.972,1.907,0,1
0.19,0.846,0.769,1.299,0.877,1
0.824,1.346,0.779,0.365,0.839,1
0.528,1.671,1.743,1.062,-0.239,1
0.123,0.915,0.777,1.984,-0.806,1
0.446,0.769,1.029,1.576,-0.504,1
0.624,1.052,1.45,1.287,1.331,1
0.558,0.474,2.098,0.861,1.547,1
0.95,0.555,1.311,1.481,1.495,1
0.455,0.842,1.864,-0.622,1.512,1
0.207,0.309,0.63,1.796,1.316,1
0.983,1.849,-0.384,-0.181,-0.116,1
0.403,1.026,1.205,1.809,1.525,1
0.069,-0.166,0.428,-0.408,0,1
0.609,0.63,1.411,0.539,-0.389,1
0.648,0.754,1.926,1.265,-0.528,1
0.337,0.682,0.799,2.159,1.867,1
-0.217,0.793,-0.519,1.583,-0.768,1
0.151,0.509,0.505,-0.312,0.944,1
0.111,0.397,0.8,0.683,0,1
-0.05,0.42,0.923,-0.357,-0.357,1
1.014,0.491,1.761,0.847,-0.239,1
0.661,0.798,1.355,0.796,-1.107,1
0.825,2.156,1.007,1.281,-0.436,1
0.927,2.496,1.039,0.798,-0.242,1
0.383,0.711,2.162,0.79,0.636,1
0.224,0.558,0.638,1.559,0,1
1.126,0.909,2.506,-0.595,-0.353,1
0.11,0.626,0.914,2.22,0,1
0.173,0.673,0.755,1.377,0.732,1
1.021,0.494,1.73,0.887,-0.244,1
0.231,0.661,2.467,1.153,1.191,1
0.284,0.923,0.672,0.668,0.874,1
0.591,1.121,1.492,-0.657,1.705,1
0.569,0.909,2.019,-0.531,-0.226,1
0.155,0.687,1.305,1.694,0,1
0.161,0.678,0.809,2.134,-0.854,1
0.936,2.357,1.622,0.519,-0.174,1
0.325,0.765,0.736,1.373,-0.677,1
0.553,0.38,1.665,0.714,0.69,1
0.612,0.593,1.924,1.406,1.257,1
0.314,1.186,1.595,1.327,-0.623,1
0.544,2.081,0.904,0.603,-0.404,1
0.744,0.889,1.878,1.601,-0.768,1
0.471,1.471,1.614,1.503,-0.515,1
0.175,0.414,0.364,1.345,-0.857,1
0.225,0.852,0.534,1.811,-1.058,1
1.322,1.284,2.042,-0.441,-0.179,1
0.096,0.62,1.14,1.164,0,1
0.306,1.124,0.888,1.904,-0.735,1
0.109,0.472,0.772,0.685,0.638,1
0.242,0.797,1.295,1.68,0,1
0.204,0.417,0.705,1.823,1.688,1
0.521,1.331,2.356,0.887,-0.3,1
0.597,1.132,1.895,-0.601,-0.231,1
0.778,1.791,-0.416,0.277,-0.263,1
0.114,0.591,0.939,0.909,0,1
0.596,0.496,1.501,0.652,0.705,1
0.512,0.87,-1.3,0.649,-0.324,1
1.309,0.768,1.781,1.657,-0.414,1
0.369,2.829,0.701,1.401,-0.329,1
-0.59,-1.327,-0.549,-0.647,0,1
0.228,0.881,0.792,2.501,0,1
0.446,0.59,2.048,0.884,0.666,1
0.099,0.534,0.854,-0.444,0,1
0.105,0.707,1.457,-0.562,0,1
0.316,0.783,0.865,1.369,1.196,1
0.148,0.672,1.092,1.526,0.648,1
0.738,0.57,2.037,-0.591,0.39,1
0.287,1.607,1.656,1.297,-0.484,1
0.426,1.016,0.8,1.009,-0.356,1
1.136,0.603,1.704,0.636,-0.259,1
0.098,0.692,0.303,0.712,0,1
0.114,0.501,0.939,0.882,-0.52,1
0.21,0.606,0.22,1.168,1.434,1
0.145,0.51,1.109,1.566,0,1
0.459,0.708,1.151,1.517,-0.511,1
1.707,1.574,0.449,0.381,0,1
0.598,1.595,2.137,0.705,-0.257,1
0.474,1.093,1.336,0.697,-0.376,1
1.236,1.986,1.835,-0.38,-0.167,1
0.099,0.661,0.363,0.649,0.65,1
0.118,0.542,0.738,0.954,1.411,1
0.272,0.719,0.413,1.061,-0.518,1
0.172,0.474,2.067,0.75,-0.702,1
-0.222,-0.565,-0.798,-0.931,-0.407,1
0.106,0.635,0.252,0.453,0.944,1
0.794,1.392,1.044,-0.629,-0.633,1
0.354,1.407,1.046,1.962,0,1
0.159,0.329,0.617,1.513,-0.873,1
0.445,0.965,2.056,0.958,1.31,1
0.23,0.749,2.933,-0.97,0.516,1
1.099,1.843,1.035,1.369,-0.462,1
1.013,2.312,1.531,-0.381,-0.162,1
0.268,0.832,0.727,2.286,-0.76,1
0.554,1.308,2.1,0.99,1.002,1
0.302,0.697,0.709,1.227,-0.737,1
0.584,0.843,1.965,0.939,1.358,1
0.402,0.659,1.536,1.769,-0.693,1
0.647,2.709,-0.576,0.369,0.56,1
0.677,0.443,1.584,-0.536,0.443,1
0.287,0.814,1.049,1.082,-0.349,1
1.256,2.372,1.134,-0.324,-0.129,1
1.053,0.573,1.926,1.495,-0.636,1
0.204,0.527,0.407,1.66,-0.714,1
0.159,0.686,1.129,1.911,0,1
0.237,0.789,1.023,2.106,-0.857,1
1.199,2.525,1.24,-0.326,-0.166,1
0.09,0.681,0.261,0.769,0,1
0.572,2.469,1.182,0.83,-0.371,1
0.435,0.761,0.772,1.192,1.157,1
0.582,1.276,1.749,1.478,-0.4,1
1.396,1.149,0.981,0.662,1.499,1
0.532,0.573,2.07,1.39,1.461,1
0.161,0.552,0.983,1.504,-0.933,1
1.048,1.726,1.747,0.696,-0.206,1
0.329,2.133,0.924,0.436,-0.326,1
0.979,1.545,1.49,0.576,1.144,1
0.715,0.847,1.805,2.094,-0.621,1
1.936,2.328,-0.422,-0.148,-0.093,1
0.209,0.433,0.623,1.429,2.012,1
0.168,0.704,0.758,1.268,1.578,1
0.647,0.86,1.755,0.993,1.422,1
1.299,1.229,0.921,0.608,1.533,1
1.03,1.402,1.403,-0.409,1.116,1
0.227,0.978,-0.604,2.218,-1.008,1
0.926,1.532,1.984,0.86,-0.244,1
0.672,0.596,0.65,2.122,-0.553,1
0.562,1.253,2.338,-0.668,-0.28,1
0.354,1.005,1.607,0.835,-0.338,1
0.329,0.8,0.792,0.957,0.873,1
0.135,0.768,0.322,0.546,0,1
0.891,0.909,1.041,0.848,-0.23,1
0.596,1.555,1.434,0.699,1.074,1
0.474,1.277,2.454,-0.761,0.791,1
0.873,1.694,1.54,-0.52,-0.207,1
0.517,1.118,2.514,1.132,-0.358,1
0.238,0.61,0.755,0.864,-0.918,1
0.465,1.193,1.433,1.55,-0.688,1
0.18,0.679,0.923,1.823,-0.782,1
0.279,1.93,0.803,1.596,0,1
1.213,0.697,1.807,1.233,0.647,1
0.107,0.622,1.23,0.944,0,1
0.327,0.659,0.765,2.197,2.149,1
0.272,0.821,1.667,0.89,-0.377,1
0.351,0.785,1.03,1.792,0,1
0.889,1.66,1.282,-0.371,-0.14,1
0.959,0.934,1.852,-0.615,0.965,1
0.225,0.363,0.738,1.63,-0.97,1
0.147,0.625,0.666,0.87,-0.562,1
0.52,0.38,0.535,1.64,0.998,1
0.409,0.648,1.572,2.168,-0.728,1
0.666,0.618,1.84,1.067,0.563,1
0.287,0.99,1.566,0.904,0,1
0.326,0.458,1.856,1.602,1.481,1
0.11,0.544,0.343,0.866,0,1
0.625,2.48,1.712,0.655,-0.201,1
1.309,0.768,1.78,1.657,-0.414,1
-0.085,0.562,0.929,0.957,-0.724,1
0.23,0.398,0.533,1.72,1.699,1
0.131,0.263,0.266,-0.386,0.786,1
1.139,2.421,1.189,0.572,-0.191,1
0.501,0.462,1.551,1.562,1.704,1
0.367,0.788,0.858,1.386,1.212,1
